137187,i-00cc4f9a001b4b3fb,t3.small,running,cyberng-norgesenergi,eu-west-1b,18-03-2021 05:28,linux,ami-0645705ecb23b0838,bw-bankprod,10.220.114.77,ec2-cloudwatchlogs-role,FALSE,privatesubnet:1:eu-west-1:subnet-237bfc78:,TN.NEXTGEN.PROD
47,i-00ef038af86f3134d,c4.4xlarge,running,PrestoDB-1,eu-west-1a,10-06-2019 15:17,linux,ami-0f3eb76b0366d975f,presto-db-prod,10.220.113.125,mem-metric-ssm-ec2-role,FALSE,privatesubnet:1:eu-west-1:subnet-57561b1e:,TN.NEXTGEN.PROD
46,i-00f47cf6901e0ae02,c4.4xlarge,running,PrestoDB-2,eu-west-1a,10-06-2019 15:17,linux,ami-0f3eb76b0366d975f,presto-db-prod,10.220.113.98,mem-metric-ssm-ec2-role,FALSE,privatesubnet:1:eu-west-1:subnet-57561b1e:,TN.NEXTGEN.PROD
954807,i-016e8c82aa90bd431,r5a.xlarge,running,prod-gce-nextgen-eks,eu-west-1b,19-08-2022 03:48,linux,ami-0c4480fcc7a3d1583,prod-app-gce,100.120.35.246,prod-gce-nextgen-eks-workers-instance-role,TRUE,privatesubnet:1:eu-west-1:subnet-09f1e759e88971ca4:,TN.NEXTGEN.PROD
9466,i-017a07fa02d06ecda,m5a.2xlarge,running,IDQ-sandbox-informatica,eu-west-1a,18-02-2020 16:47,linux,ami-0202869bdd0fc8c75,informatica,10.220.106.181,informatica-role,FALSE,privatesubnet:1:eu-west-1:subnet-02b7abbf533bf8d53:,TN.NEXTGEN.PROD
1009397,i-0186e9fcd6da9cff8,c5a.4xlarge,running,prod-gce-nextgen-eks,eu-west-1a,10-09-2022 05:16,linux,ami-0c4480fcc7a3d1583,prod-app-gce,10.220.104.88,prod-gce-nextgen-eks-workers-instance-role,TRUE,privatesubnet:1:eu-west-1:subnet-0c6834248898bd4ea:,TN.NEXTGEN.PROD
138864,i-018d8a12e6a312405,t3.small,running,cyberng-UC,eu-west-1b,18-03-2021 05:26,linux,ami-0645705ecb23b0838,bw-bankprod,10.220.114.104,ec2-cloudwatchlogs-role,FALSE,privatesubnet:1:eu-west-1:subnet-237bfc78:,TN.NEXTGEN.PROD
137100,i-019c4f2e1e41a2a8c,t2.small,running,cyberng-Cyberdemo,eu-west-1a,02-03-2021 06:12,linux,ami-0645705ecb23b0838,bw-bankprod,10.220.113.126,ec2-cloudwatchlogs-role,FALSE,privatesubnet:1:eu-west-1:subnet-57561b1e:,TN.NEXTGEN.PROD
510461,i-01acc7aa067be591c,m5a.large,running,H2NGP2-nginx-server-EC2,eu-west-1b,22-04-2022 06:05,linux,ami-02b7f97ac0ba74663,ng-gce-nginx-prod-key,10.220.114.112,ng-gce-nginx-instance-role,FALSE,privatesubnet:1:eu-west-1:subnet-237bfc78:,TN.NEXTGEN.PROD
1040117,i-01c3dd0f6f944f155,r5a.xlarge,running,prod-gce-nextgen-eks,eu-west-1a,22-09-2022 06:06,linux,ami-0c4480fcc7a3d1583,prod-app-gce,10.220.104.230,prod-gce-nextgen-eks-workers-instance-role,TRUE,privatesubnet:1:eu-west-1:subnet-0c6834248898bd4ea:,TN.NEXTGEN.PROD
19726,i-01db633fe2ccd58f0,t2.micro,stopped,dusty-natwest,eu-west-1b,06-10-2021 06:19,linux,ami-07a368e0f571b2c53,bw-bankprod,10.220.105.253,ec2-ssm-role,FALSE,privatesubnet:1:eu-west-1:subnet-0897f8d16510b9c69:,TN.NEXTGEN.PROD
979288,i-0211bf2460835674e,c5a.4xlarge,running,prod-gce-nextgen-eks,eu-west-1b,29-08-2022 06:49,linux,ami-0c4480fcc7a3d1583,prod-app-gce,10.220.114.6,prod-gce-nextgen-eks-workers-instance-role,TRUE,privatesubnet:1:eu-west-1:subnet-237bfc78:,TN.NEXTGEN.PROD
99351,i-023ca3ef98c68c792,m4.xlarge,running,presto-cyber-1,eu-west-1a,11-08-2022 03:46,linux,ami-0d1409a1023985936,presto-prod-New,10.220.113.59,mem-metric-ssm-ec2-role,FALSE,privatesubnet:1:eu-west-1:subnet-57561b1e:,TN.NEXTGEN.PROD
137106,i-0275f408644b04e41,t3a.small,running,cyberng-Allianz,eu-west-1a,15-11-2021 04:58,linux,ami-0645705ecb23b0838,bw-bankprod,10.220.113.108,mem-metric-ssm-ec2-role,FALSE,privatesubnet:1:eu-west-1:subnet-57561b1e:,TN.NEXTGEN.PROD
229417,i-028298af3b9c261b3,r5a.xlarge,running,CyberNG-Backend-3,eu-west-1b,11-08-2022 03:57,linux,ami-06e2d966049b39d6f,Schufa-Production-Key,10.220.114.117,ec2-cloudwatchlogs-role,FALSE,privatesubnet:1:eu-west-1:subnet-237bfc78:,TN.NEXTGEN.PROD
506288,i-0282ef8569509eb32,t2.medium,stopped,PGMobile Abandonment email ,eu-west-1b,20-04-2022 03:05,linux,ami-0e8cb4bdc5bb2e6c0,pgmobile-prod,10.220.110.75,platform-kong-pgmobile-prod-ec2-role,FALSE,privatesubnet:1:eu-west-1:subnet-0e72937c632158c72:,TN.NEXTGEN.PROD
1039746,i-0284b7bc09cde3f08,m5a.large,running,platform-kong-prod-b758,eu-west-1b,22-09-2022 02:43,linux,ami-01a48a85e9c8d7558,,10.220.114.102,prod-kong-kong-role,TRUE,privatesubnet:1:eu-west-1:subnet-237bfc78:,TN.NEXTGEN.PROD
282834,i-028bc6b5f5b5bf5e3,t2.large,running,RBS-Data-Migration-Engage-new,eu-west-1a,21-10-2021 04:48,linux,ami-0744d815a8782af17,rbs-data-migration,10.220.113.119,mem-metric-ssm-ec2-role,FALSE,privatesubnet:1:eu-west-1:subnet-57561b1e:,TN.NEXTGEN.PROD
510348,i-02b90761b60239f98,m5a.large,running,ECS Instance - EC2ContainerService-rbs-travel-prod-cluster,eu-west-1b,22-04-2022 04:51,linux,ami-03bb0fafe9444967c,rbs-ecs-prod,10.220.113.242,ecsInstanceRole,TRUE,privatesubnet:1:eu-west-1:subnet-bd7dfae6:,TN.NEXTGEN.PROD
36,i-02c250d3832be8f60,t2.medium,running,CyberNG-mongoDB,eu-west-1a,03-05-2019 04:29,linux,ami-0e12cbde3e77cbb98,Schufa-Production-Key,10.220.113.5,mem-metric-ssm-ec2-role,FALSE,privatesubnet:1:eu-west-1:subnet-57561b1e:,TN.NEXTGEN.PROD
1009431,i-02e7a036a38948663,c5a.4xlarge,running,prod-gce-nextgen-eks,eu-west-1b,10-09-2022 06:02,linux,ami-0c4480fcc7a3d1583,prod-app-gce,10.220.107.152,prod-gce-nextgen-eks-workers-instance-role,TRUE,privatesubnet:1:eu-west-1:subnet-09f1e759e88971ca4:,TN.NEXTGEN.PROD
1011764,i-02f1e4b726ca26710,c5a.4xlarge,running,prod-gce-nextgen-eks,eu-west-1a,11-09-2022 07:12,linux,ami-0c4480fcc7a3d1583,prod-app-gce,10.220.113.50,prod-gce-nextgen-eks-workers-instance-role,TRUE,privatesubnet:1:eu-west-1:subnet-57561b1e:,TN.NEXTGEN.PROD
1024687,i-02faca43ae99204d1,m5a.large,running,CyberNG-nginxui,eu-west-1a,16-09-2022 09:13,linux,ami-0f03be7f84e209502,Allianz-prod,10.220.113.81,ng-gce-nginx-instance-role,TRUE,privatesubnet:1:eu-west-1:subnet-57561b1e:,TN.NEXTGEN.PROD
504609,i-0300bb9b5cfdb6ab4,t3a.medium,stopped,PGMobile-airflow-prod,eu-west-1b,12-05-2022 04:59,linux,ami-0e8cb4bdc5bb2e6c0,pgmobile-prod,10.220.107.45,platform-kong-pgmobile-prod-ec2-role,FALSE,privatesubnet:1:eu-west-1:subnet-09f1e759e88971ca4:,TN.NEXTGEN.PROD
365262,i-030443244c7b32a59,m5.xlarge,running,ElasticMapReduce,eu-west-1b,02-01-2022 09:59,linux,ami-0b7ca7a6f561cc0f8,apg-emr-prod-new,10.220.105.18,EMR_EC2_DefaultRole,FALSE,privatesubnet:1:eu-west-1:subnet-0897f8d16510b9c69:,TN.NEXTGEN.PROD
249745,i-033202ddbb783a3fc,t3a.small,running,CyberNG-Protal-imaCattolica,eu-west-1a,05-09-2022 03:06,linux,ami-06e2d966049b39d6f,Schufa-Production-Key,10.220.113.68,ec2-cloudwatchlogs-role,FALSE,privatesubnet:1:eu-west-1:subnet-57561b1e:,TN.NEXTGEN.PROD
273178,i-03382cec25937f857,t3.large,running,RBS-Data-Migration,eu-west-1b,12-10-2021 12:59,windows,ami-0a92300d21ceedff6,2ls-bastion-server-key-pair,10.220.114.18,ec2-ssm-role,FALSE,privatesubnet:1:eu-west-1:subnet-237bfc78:,TN.NEXTGEN.PROD
85015,i-037c72de013cc0ed3,m4.xlarge,running,Brms,eu-west-1a,27-07-2020 20:00,linux,ami-0e12cbde3e77cbb98,Schufa-Production-Key,10.220.113.106,mem-metric-ssm-ec2-role,FALSE,privatesubnet:1:eu-west-1:subnet-57561b1e:,TN.NEXTGEN.PROD
635368,i-0385b5e4caca20956,m3.xlarge,running,Matamo-4-7-1-env,eu-west-1b,26-07-2022 09:58,linux,ami-081195c96b75746c0,webanalytics,10.220.114.99,aws-elasticbeanstalk-ec2-role,FALSE,privatesubnet:1:eu-west-1:subnet-237bfc78:,TN.NEXTGEN.PROD
1009814,i-03861bb659ce29fa7,r5.xlarge,running,gce-nextgen-presto-worker,eu-west-1b,10-09-2022 10:37,linux,ami-07ee063b35ef7d59c,ng-presto-keypair,10.220.107.180,gce-nextgen-presto-worker-role,FALSE,privatesubnet:1:eu-west-1:subnet-09f1e759e88971ca4:,TN.NEXTGEN.PROD
114,i-03a572e8f6cc49858,x1e.xlarge,running,Viya CAS worker node 3,eu-west-1a,12-12-2019 21:14,linux,ami-0fc49ba96572477dd,eu_cnx_sas_viya_prd,10.220.56.211,sas-viya-custom-metrics-role,FALSE,privatesubnet:1:eu-west-1:subnet-0028d3b25c37c0070:,TN.NEXTGEN.PROD
954828,i-03ccd894ef88ec7a5,r5a.xlarge,running,prod-gce-nextgen-eks,eu-west-1a,19-08-2022 03:48,linux,ami-0c4480fcc7a3d1583,prod-app-gce,100.120.19.147,prod-gce-nextgen-eks-workers-instance-role,TRUE,privatesubnet:1:eu-west-1:subnet-0c6834248898bd4ea:,TN.NEXTGEN.PROD
954706,i-03d0788898c855090,c5a.4xlarge,running,prod-gce-nextgen-eks,eu-west-1a,19-08-2022 03:05,linux,ami-0c4480fcc7a3d1583,prod-app-gce,10.220.106.250,prod-gce-nextgen-eks-workers-instance-role,TRUE,privatesubnet:1:eu-west-1:subnet-02b7abbf533bf8d53:,TN.NEXTGEN.PROD
113,i-03dee77b63420465b,t2.micro,running,Viya Ansible Controller PROD,eu-west-1a,06-04-2022 01:04,linux,ami-0e4a1621ca6efe6d6,eu_cnx_sas_viya_prd,10.220.56.240,mem-metric-ssm-ec2-role,FALSE,privatesubnet:1:eu-west-1:subnet-0028d3b25c37c0070:,TN.NEXTGEN.PROD
954713,i-03efd072fc30f8772,c5a.4xlarge,running,prod-gce-nextgen-eks,eu-west-1a,19-08-2022 03:05,linux,ami-0c4480fcc7a3d1583,prod-app-gce,100.120.23.86,prod-gce-nextgen-eks-workers-instance-role,TRUE,privatesubnet:1:eu-west-1:subnet-02b7abbf533bf8d53:,TN.NEXTGEN.PROD
138915,i-043c18666b1b294da,t3.small,running,cyberng-UC,eu-west-1a,18-03-2021 05:26,linux,ami-0645705ecb23b0838,bw-bankprod,10.220.113.82,ec2-cloudwatchlogs-role,FALSE,privatesubnet:1:eu-west-1:subnet-57561b1e:,TN.NEXTGEN.PROD
1040040,i-043e012154f2b0599,m5.4xlarge,running,Incentive Network EMR,eu-west-1b,22-09-2022 05:16,linux,ami-022037053ecbf50a0,gce-datahub-prod,10.220.110.27,gce-datahub-emr-ec2-prod-role,FALSE,privatesubnet:1:eu-west-1:subnet-0e72937c632158c72:,TN.NEXTGEN.PROD
998612,i-049095a1ad5e8244f,t2.large,running,Kali-Pentest-Server,eu-west-1a,07-09-2022 03:30,linux,ami-0394093378b030c12,pen-test-keypair,10.220.113.54,ec2-ssm-role,FALSE,privatesubnet:1:eu-west-1:subnet-57561b1e:,TN.NEXTGEN.PROD
65,i-049268b887b491c94,t2.medium,stopped,UI-JENKINS-PIPELINE,eu-west-1a,18-08-2019 16:56,linux,ami-0c2678e9dbd7286a9,bw-bankprod,10.220.113.97,mem-metric-ssm-ec2-role,FALSE,privatesubnet:1:eu-west-1:subnet-57561b1e:,TN.NEXTGEN.PROD
112,i-049772ec22e9c035a,i3.4xlarge,running,Viya Compute PRD,eu-west-1a,27-06-2022 07:57,linux,ami-0da1b64c3207d51d6,eu_cnx_sas_viya_prd,10.220.56.219,sas-viya-custom-metrics-role,FALSE,privatesubnet:1:eu-west-1:subnet-0028d3b25c37c0070:,TN.NEXTGEN.PROD
117,i-04c5649278bbfb6ba,x1e.xlarge,running,Viya CAS worker node 4,eu-west-1a,12-12-2019 21:16,linux,ami-0fc49ba96572477dd,eu_cnx_sas_viya_prd,10.220.56.222,sas-viya-custom-metrics-role,FALSE,privatesubnet:1:eu-west-1:subnet-0028d3b25c37c0070:,TN.NEXTGEN.PROD
1029219,i-05415ec455974a986,c5a.large,running,prod-gce-nextgen-eks,eu-west-1a,18-09-2022 09:31,linux,ami-0c4480fcc7a3d1583,prod-app-gce,100.120.3.241,prod-gce-nextgen-eks-kiam-server-role,TRUE,privatesubnet:1:eu-west-1:subnet-02b7abbf533bf8d53:,TN.NEXTGEN.PROD
1001090,i-05429d4958cb12e01,m5a.large,running,CxInteracts-ui-nginx,eu-west-1a,07-09-2022 04:49,linux,ami-0f03be7f84e209502,ng-gce-nginx-prod-key,10.220.106.152,CxInteracts-ui-nginx-role,TRUE,privatesubnet:1:eu-west-1:subnet-02b7abbf533bf8d53:,TN.NEXTGEN.PROD
954714,i-055633b0fbdc548a9,c5a.4xlarge,running,prod-gce-nextgen-eks,eu-west-1a,19-08-2022 03:05,linux,ami-0c4480fcc7a3d1583,prod-app-gce,100.120.4.167,prod-gce-nextgen-eks-workers-instance-role,TRUE,privatesubnet:1:eu-west-1:subnet-02b7abbf533bf8d53:,TN.NEXTGEN.PROD
1040041,i-056e73bd7cafde214,m5.4xlarge,running,Incentive Network EMR,eu-west-1b,22-09-2022 05:16,linux,ami-022037053ecbf50a0,gce-datahub-prod,10.220.110.50,gce-datahub-emr-ec2-prod-role,FALSE,privatesubnet:1:eu-west-1:subnet-0e72937c632158c72:,TN.NEXTGEN.PROD
138869,i-058e83cbb733e53e3,t3.small,running,cyberng-Asiakastieto,eu-west-1b,18-03-2021 05:22,linux,ami-0645705ecb23b0838,bw-bankprod,10.220.114.95,ec2-cloudwatchlogs-role,FALSE,privatesubnet:1:eu-west-1:subnet-237bfc78:,TN.NEXTGEN.PROD
365260,i-059c2f36c3ed8a796,m5.xlarge,running,ElasticMapReduce,eu-west-1b,02-01-2022 09:59,linux,ami-0b7ca7a6f561cc0f8,apg-emr-prod-new,10.220.105.223,EMR_EC2_DefaultRole,FALSE,privatesubnet:1:eu-west-1:subnet-0897f8d16510b9c69:,TN.NEXTGEN.PROD
70,i-05b2e8f2b8eaaada7,m4.2xlarge,stopped,ELK-7.1-DATANODE-RTD,eu-west-1a,02-09-2019 17:07,linux,ami-0e6d6c0afd3f32787,bw-bankprod,10.220.115.25,mem-metric-ssm-ec2-role,FALSE,privatesubnet:1:eu-west-1:subnet-32aee37b:,TN.NEXTGEN.PROD
370246,i-05c2f3a566ac0d324,r5.xlarge,running,gce-nextgen-presto-worker,eu-west-1a,05-01-2022 02:15,linux,ami-07ee063b35ef7d59c,ng-presto-keypair,10.220.106.202,gce-nextgen-presto-worker-role,FALSE,privatesubnet:1:eu-west-1:subnet-02b7abbf533bf8d53:,TN.NEXTGEN.PROD
370244,i-05c44b3a41e4800eb,r5.xlarge,running,gce-nextgen-presto-coordinator,eu-west-1b,05-01-2022 02:16,linux,ami-095ddb9fa3215f440,ng-presto-keypair,10.220.105.195,gce-nextgen-presto-coordinator-role,FALSE,privatesubnet:1:eu-west-1:subnet-0897f8d16510b9c69:,TN.NEXTGEN.PROD
9467,i-05d8357be42c7cff4,m5a.2xlarge,running,axon-sandbox-informatica,eu-west-1a,18-02-2020 16:55,linux,ami-0202869bdd0fc8c75,informatica,10.220.106.99,informatica-role,FALSE,privatesubnet:1:eu-west-1:subnet-02b7abbf533bf8d53:,TN.NEXTGEN.PROD
954827,i-05e4b46e5b9546fe6,r5a.xlarge,running,prod-gce-nextgen-eks,eu-west-1a,19-08-2022 03:48,linux,ami-0c4480fcc7a3d1583,prod-app-gce,10.220.104.199,prod-gce-nextgen-eks-workers-instance-role,TRUE,privatesubnet:1:eu-west-1:subnet-0c6834248898bd4ea:,TN.NEXTGEN.PROD
138920,i-05efa01006fa15f31,t3.small,running,cyberng-Asiakastieto,eu-west-1a,18-03-2021 05:22,linux,ami-0645705ecb23b0838,bw-bankprod,10.220.113.64,ec2-cloudwatchlogs-role,FALSE,privatesubnet:1:eu-west-1:subnet-57561b1e:,TN.NEXTGEN.PROD
1036129,i-05f881c7dd01aab75,c5a.large,running,prod-gce-nextgen-eks,eu-west-1b,20-09-2022 21:00,linux,ami-0c4480fcc7a3d1583,prod-app-gce,10.220.114.122,prod-gce-nextgen-eks-kiam-server-role,TRUE,privatesubnet:1:eu-west-1:subnet-237bfc78:,TN.NEXTGEN.PROD
18,i-05f9e1acb6d820ec5,t2.medium,running,Nessus-Scanner,eu-west-1a,08-12-2021 05:23,linux,ami-5f1fc026,gce-production,10.220.115.83,mem-metric-ssm-ec2-role,FALSE,privatesubnet:1:eu-west-1:subnet-e397daaa:,TN.NEXTGEN.PROD
138923,i-06027a5e748c50012,t3.small,running,cyberng-FortumSweden,eu-west-1a,18-03-2021 05:24,linux,ami-0645705ecb23b0838,bw-bankprod,10.220.113.72,ec2-cloudwatchlogs-role,FALSE,privatesubnet:1:eu-west-1:subnet-57561b1e:,TN.NEXTGEN.PROD
978771,i-061c8ccf268a4adc7,c5a.4xlarge,running,prod-gce-nextgen-eks,eu-west-1a,29-08-2022 03:24,linux,ami-0c4480fcc7a3d1583,prod-app-gce,100.120.11.89,prod-gce-nextgen-eks-workers-instance-role,TRUE,privatesubnet:1:eu-west-1:subnet-0c6834248898bd4ea:,TN.NEXTGEN.PROD
54418,i-062fa592c28064ff5,t2.small,running,proxy-sever-informatica-sandbox,eu-west-1a,06-04-2022 00:41,linux,ami-0202869bdd0fc8c75,informatica,10.220.106.225,informatica-role,TRUE,privatesubnet:1:eu-west-1:subnet-02b7abbf533bf8d53:,TN.NEXTGEN.PROD
1007396,i-0631e32ca671623b4,c5a.4xlarge,running,prod-gce-nextgen-eks,eu-west-1a,09-09-2022 10:12,linux,ami-0c4480fcc7a3d1583,prod-app-gce,100.120.6.148,prod-gce-nextgen-eks-workers-instance-role,TRUE,privatesubnet:1:eu-west-1:subnet-0c6834248898bd4ea:,TN.NEXTGEN.PROD
102,i-063a289de48d060ff,c4.4xlarge,running,PrestoDB-4,eu-west-1a,06-12-2019 19:45,linux,ami-061b509b3c90d195c,presto-db-prod,10.220.113.67,mem-metric-ssm-ec2-role,FALSE,privatesubnet:1:eu-west-1:subnet-57561b1e:,TN.NEXTGEN.PROD
954670,i-06552473a3e3b3b9a,c5a.4xlarge,running,prod-gce-nextgen-eks,eu-west-1b,19-08-2022 03:05,linux,ami-0c4480fcc7a3d1583,prod-app-gce,100.120.50.245,prod-gce-nextgen-eks-workers-instance-role,TRUE,privatesubnet:1:eu-west-1:subnet-0897f8d16510b9c69:,TN.NEXTGEN.PROD
9457,i-066b77e3c12e17c6c,m5a.8xlarge,stopped,Hadoop-prd-informatica-38,eu-west-1b,25-02-2020 15:16,linux,ami-0202869bdd0fc8c75,informatica,10.220.105.38,mem-metric-ssm-ec2-role,FALSE,privatesubnet:1:eu-west-1:subnet-0897f8d16510b9c69:,TN.NEXTGEN.PROD
229419,i-068290ce532f15565,r5a.xlarge,running,CyberNG-Backend-1,eu-west-1b,11-08-2022 04:27,linux,ami-06e2d966049b39d6f,Schufa-Production-Key,10.220.114.10,ec2-cloudwatchlogs-role,FALSE,privatesubnet:1:eu-west-1:subnet-237bfc78:,TN.NEXTGEN.PROD
138862,i-0682ac3a021daac16,t3.small,running,cyberng-FortumSweden,eu-west-1b,18-03-2021 05:24,linux,ami-0645705ecb23b0838,bw-bankprod,10.220.114.113,ec2-cloudwatchlogs-role,FALSE,privatesubnet:1:eu-west-1:subnet-237bfc78:,TN.NEXTGEN.PROD
565873,i-0691a7fed13a97d84,m5a.large,running,H2NGP2-nginx-server-EC2,eu-west-1a,01-06-2022 22:03,linux,ami-02b7f97ac0ba74663,ng-gce-nginx-prod-key,10.220.106.211,ng-gce-nginx-instance-role,FALSE,privatesubnet:1:eu-west-1:subnet-02b7abbf533bf8d53:,TN.NEXTGEN.PROD
117194,i-069b37027a62bcb51,t2.xlarge,running,webanalytics autoscale,eu-west-1a,24-09-2021 11:43,linux,ami-0e250d6a9976b6665,webanalytics,10.220.113.13,ec2-ssm-role,FALSE,privatesubnet:1:eu-west-1:subnet-57561b1e:,TN.NEXTGEN.PROD
140,i-06b034203b903febd,t2.small,running,cyberng-imatua,eu-west-1b,11-08-2022 03:52,linux,ami-0e1bc10d4ab776406,Allianz-prod,10.220.114.57,mem-metric-ssm-ec2-role,FALSE,privatesubnet:1:eu-west-1:subnet-237bfc78:,TN.NEXTGEN.PROD
133,i-06bb2417d79e23d95,m4.2xlarge,running,Adunblocker-2-1-7-19,eu-west-1b,23-05-2019 16:03,linux,ami-0cafaaed7509e98d7,cyber-security-prod,10.220.114.28,mem-metric-ssm-ec2-role,FALSE,privatesubnet:1:eu-west-1:subnet-237bfc78:,TN.NEXTGEN.PROD
510374,i-06bd61ad1fd22dc3c,m5a.large,running,ECS Instance - EC2ContainerService-rbs-travel-prod-cluster,eu-west-1a,22-04-2022 05:00,linux,ami-03bb0fafe9444967c,rbs-ecs-prod,10.220.112.243,ecsInstanceRole,TRUE,privatesubnet:1:eu-west-1:subnet-985518d1:,TN.NEXTGEN.PROD
119,i-06c0b4a0d17127244,c5.xlarge,running,Viya Web Server,eu-west-1a,20-02-2021 00:10,linux,ami-0f922b531f179583c,eu_cnx_viya_pub_sub,10.220.56.56,sas-viya-custom-metrics-role,FALSE,privatesubnet:1:eu-west-1:subnet-08d81f6de7acbd186:,TN.NEXTGEN.PROD
1018804,i-06c29a3e8db2540e9,c5a.4xlarge,running,prod-gce-nextgen-eks,eu-west-1a,14-09-2022 11:06,linux,ami-0c4480fcc7a3d1583,prod-app-gce,10.220.106.111,prod-gce-nextgen-eks-workers-instance-role,TRUE,privatesubnet:1:eu-west-1:subnet-02b7abbf533bf8d53:,TN.NEXTGEN.PROD
954711,i-06c55680220292c3a,c5a.4xlarge,running,prod-gce-nextgen-eks,eu-west-1a,19-08-2022 03:05,linux,ami-0c4480fcc7a3d1583,prod-app-gce,100.120.0.131,prod-gce-nextgen-eks-workers-instance-role,TRUE,privatesubnet:1:eu-west-1:subnet-02b7abbf533bf8d53:,TN.NEXTGEN.PROD
954808,i-06d342fd5ab19b0de,r5a.xlarge,running,prod-gce-nextgen-eks,eu-west-1b,19-08-2022 03:48,linux,ami-0c4480fcc7a3d1583,prod-app-gce,100.120.52.189,prod-gce-nextgen-eks-workers-instance-role,TRUE,privatesubnet:1:eu-west-1:subnet-09f1e759e88971ca4:,TN.NEXTGEN.PROD
1037023,i-06d48ba6f8ede0f6d,c5a.large,running,prod-gce-nextgen-eks,eu-west-1b,21-09-2022 05:40,linux,ami-0c4480fcc7a3d1583,prod-app-gce,100.120.54.7,prod-gce-nextgen-eks-kiam-server-role,TRUE,privatesubnet:1:eu-west-1:subnet-0897f8d16510b9c69:,TN.NEXTGEN.PROD
9459,i-06d82f2a8bdf03339,m5a.xlarge,running,Hadoop-sandbox-informatica,eu-west-1a,06-04-2022 00:41,linux,ami-0202869bdd0fc8c75,informatica,10.220.106.183,informatica-role,FALSE,privatesubnet:1:eu-west-1:subnet-02b7abbf533bf8d53:,TN.NEXTGEN.PROD
138912,i-06d8f46b6a2a575ab,t3.small,running,cyberng-GotaEnergia,eu-west-1a,18-03-2021 05:24,linux,ami-0645705ecb23b0838,bw-bankprod,10.220.113.19,ec2-cloudwatchlogs-role,FALSE,privatesubnet:1:eu-west-1:subnet-57561b1e:,TN.NEXTGEN.PROD
